Title                              ;URL
London Grammar - Wasting My Young Years [Official Video];https://www.youtube.com/watch?v=pkeDBwsIaZw
Geri Halliwell - It's Raining Men;https://www.youtube.com/watch?v=qqXUpe3jlkA
Martin Jensen, Alle Farben, Nico Santos - Running Back To You (Lyric Video);https://www.youtube.com/watch?v=HiXZGbLRQrY
Clean Bandit and Mabel - Tick Tock (feat. 24kGoldn) [Official Video];https://www.youtube.com/watch?v=yC8SPG2LwSA
twocolors - Lovefool (Official Music Video);https://www.youtube.com/watch?v=hcI0FfW0MXU
Milow - First Day Of My Life (Official Video);https://www.youtube.com/watch?v=yzrV_lur7lI
Glockenbach & Mougleta - Dancing In The Dirt;https://www.youtube.com/watch?v=3PCM3EFG-X4
Pitbull - Rain Over Me ft. Marc Anthony;https://www.youtube.com/watch?v=SmM0653YvXU
Bon Jovi - Bed Of Roses (Official Music Video);https://www.youtube.com/watch?v=NvR60Wg9R7Q
Meghan Trainor - Last Christmas (Official Audio);https://www.youtube.com/watch?v=qogRIfHg-lQ
Nickelback - What Are You Waiting For? (Lyric Video);https://www.youtube.com/watch?v=w-Ng5muAAcg
Simply Red - If You Don't Know Me By Now (Official Video);https://www.youtube.com/watch?v=zTcu7MCtuTs
Pet Shop Boys - Go West (Official Video) [HD REMASTERED];https://www.youtube.com/watch?v=LNBjMRvOB5M
All Saints - Never Ever (US Version) (Official Music Video);https://www.youtube.com/watch?v=nPXqkjpXZ_k
Aura - I Will Love You Monday - 0033;https://www.youtube.com/watch?v=1mTl3I-IQrU
Decco, Alex Clare - Crazy to Love You (Official Video);https://www.youtube.com/watch?v=THNmzcOrQBU
Olivia Ruiz - Elle Panique;https://www.youtube.com/watch?v=KWvdqzUQUhI
Lily Allen feat Ours - 22;https://www.youtube.com/watch?v=ng8DY1zM4Cs
DNCE - Cake By The Ocean;https://www.youtube.com/watch?v=vWaRiD5ym74
Deleted video;https://www.youtube.com/watch?v=r_GH6M7cUq4
Hartz 4 und der Tag gehört dir -  der zweite Partyhit von Ingo ohne Flamingo;https://www.youtube.com/watch?v=aMMqcBzMkRQ
Nathalie Cardone - Hasta siempre (Official Video HD);https://www.youtube.com/watch?v=kTqwy6ay1HQ
It's Only Love - Bryan Adams & Tina Turner;https://www.youtube.com/watch?v=_6igcfvq2BQ
Eagle-Eye Cherry - Save Tonight;https://www.youtube.com/watch?v=Nntd2fgMUYw
Bryan Adams - Summer Of '69 (Official Music Video);https://www.youtube.com/watch?v=eFjjO_lhf9c
Charles & Eddie - Would I Lie To You? (Official Video);https://www.youtube.com/watch?v=G_UXvcr22rM
Dennis Lloyd - Alien (Official Audio);https://www.youtube.com/watch?v=whbidPR4nVA
Count On Me - Bruno Mars (Lyrics) 🎵;https://www.youtube.com/watch?v=Msl2fl3h59I
Jason Derulo - Take You Dancing (Lyrics);https://www.youtube.com/watch?v=S4wS-YonJM8
Michael Schulte - For A Second (Official Lyric Video);https://www.youtube.com/watch?v=77tefMFySLM
Vengaboys - We're Going to Ibiza!;https://www.youtube.com/watch?v=MXXRHpVed3M
U2 - One (Official Music Video);https://www.youtube.com/watch?v=ftjEcrrf7r0
Blondie - Maria (HQ Audio);https://www.youtube.com/watch?v=xx6kLBDjHds
Marion Raven - Break You [OFFICIAL MUSIC VIDEO];https://www.youtube.com/watch?v=F3J_ywpJsSw
The Corrs - Everybody Hurts;https://www.youtube.com/watch?v=RmIqZQwuf3I
Lene Marlin   Where I'm Headed;https://www.youtube.com/watch?v=kKvaWsGh5jA
Lene Marlin - Unforgivable Sinner;https://www.youtube.com/watch?v=RD7kFCSfvvY
Lene Marlin - Sitting Down Here;https://www.youtube.com/watch?v=ClSVzlObxSc
Cut 'N' Move - Give It Up (93:2 HD) /1993/;https://www.youtube.com/watch?v=S-3zGDLeSfE
David Guetta & Sia - Let’s Love (Lyric video);https://www.youtube.com/watch?v=UBsPNEVt0SM
Wouldn't It Be Good - Nik Kershaw lyrics;https://www.youtube.com/watch?v=AYMAtbq0bjY
Ava Max - Naked [Official Music Video];https://www.youtube.com/watch?v=KMBE_hcSDTI
Lana Del Rey - Summertime Sadness (Official Music Video);https://www.youtube.com/watch?v=TdrL3QxjyVw
Ava Max - Born to the Night [Official Lyric Video];https://www.youtube.com/watch?v=riP6j7SZ04s
Square Rooms;https://www.youtube.com/watch?v=UnmArY0r3co
Robbie Williams - Candy;https://www.youtube.com/watch?v=gtOV7bp-gys
Robbie Williams - Angels (Official Video);https://www.youtube.com/watch?v=luwAMFcc2f8
Dua Lipa & Angèle – Fever (Official Lyric Video);https://www.youtube.com/watch?v=8f_Y7b5iiTc
Yael Naim - New Soul (Official Video);https://www.youtube.com/watch?v=hhE7QMXRE1g
Cats on trees "Sirens call" [Clip Officiel];https://www.youtube.com/watch?v=X3hJYDGSXt4
Robbie Williams - She's The One (Official Video);https://www.youtube.com/watch?v=sVaRHJn_dgM
Mr Oizo - Flat beat (Official Video with Flat Eric - 1999 - F Communications);https://www.youtube.com/watch?v=qmsbP13xu6k
Avalanche - Johnny, Johnny come home - 1989;https://www.youtube.com/watch?v=qRyiQbeYvf0
Kylie Minogue and Jason Donovan - Especially For You - Official Video;https://www.youtube.com/watch?v=yalM-2ih7RU
Ryan Paris - Dolce Vita (Official Video);https://www.youtube.com/watch?v=EXmABxvHTG4
X Ambassadors - Renegades (Lyric Video);https://www.youtube.com/watch?v=8j741TUIET0
Mike Oldfield ft. Maggie Reilly - Moonlight Shadow (Official Video);https://www.youtube.com/watch?v=e80qhyovOnA
P!nk - Can We Pretend ft. Cash Cash (Official Lyric Video);https://www.youtube.com/watch?v=KVlgHjzZN0k
Ava Max - Christmas Without You [Official Audio];https://www.youtube.com/watch?v=L1KEJzfsQEY
Double You - Please Don't Go [Official Video];https://www.youtube.com/watch?v=ujwm8YrEgI4
Ronan Keating - When You Say Nothing At All;https://www.youtube.com/watch?v=IobNcpiwpSc
Atomic Kitten - Eternal Flame (Official Video);https://www.youtube.com/watch?v=aztY_fpjJeQ
LeAnn Rimes - Cant Fight The Moonlight (Official Music Video);https://www.youtube.com/watch?v=bx3s99FNXzI
Michele Morrone - Hard For Me (Official Music Video);https://www.youtube.com/watch?v=bqO3Y5e4Dow
Celtic Woman - Amazing Grace (Official Video);https://www.youtube.com/watch?v=HsCp5LG_zNE
Sigala - We Got Love (Lyric Video) ft. Ella Henderson;https://www.youtube.com/watch?v=CLJjzlRfKDM
Nea - Some Say - (Felix Jaehn Remix);https://www.youtube.com/watch?v=dQTQrs-2rwQ
Kygo & Whitney Houston - Higher Love (Official Video);https://www.youtube.com/watch?v=JR49dyo-y0E
Kygo, Donna Summer - Hot Stuff (Official Video);https://www.youtube.com/watch?v=yg6Y_1_DJyI
Magic Affair - In The Middle Of The Night;https://www.youtube.com/watch?v=24rn5kLbemY
UB40 - Red Red Wine (Official Video);https://www.youtube.com/watch?v=zXt56MB-3vc
Shannon - Let The Music Play (Official Music Video);https://www.youtube.com/watch?v=_-0sUuGufmw
Philippe Cataldo - Les divas du dancing - clip officiel;https://www.youtube.com/watch?v=hHdVwt-xIMc
Laura Pausini - Non C'è (Official Video);https://www.youtube.com/watch?v=ZHVdScgUm7U
Shawn Mendes - Treat You Better;https://www.youtube.com/watch?v=lY2yjAdbvdQ
Dua Lipa - Levitating Featuring DaBaby (Official Music Video);https://www.youtube.com/watch?v=TUVcZfQe-Kw
Laurent Wolf - No Stress;https://www.youtube.com/watch?v=Up1MzGUhQG0
Luna Parker Tes états d'âme Eric;https://www.youtube.com/watch?v=u6GMVk-R91I
Dua Lipa - IDGAF (Official Music Video);https://www.youtube.com/watch?v=Mgfe5tIwOj0
The Bangles - Manic Monday;https://www.youtube.com/watch?v=SsmVgoXDq2w
Alanis Morissette - Thank U (Official Video);https://www.youtube.com/watch?v=OOgpT5rEKIU
Purple Disco Machine, Sophie and the Giants - Hypnotized (Official Video);https://www.youtube.com/watch?v=UbYQErtM9Zk
Britney Spears - Everytime + Lyrics;https://www.youtube.com/watch?v=mUKQ00Xoc3o
Tina Turner - What's Love Got To Do With It (Lyrics);https://www.youtube.com/watch?v=mw78mrc6K5A
Travis - Sing (Official Music Video);https://www.youtube.com/watch?v=eYO1-gGWJyo
Chico Rose x 71 Digits – Somebody’s Watching Me (Official Lyric Video);https://www.youtube.com/watch?v=krK5D9Vl5CI
James Morrison - Broken Strings ft. Nelly Furtado (Official Video);https://www.youtube.com/watch?v=26PAgklYYvo
ABC - The Look Of Love (Official Video);https://www.youtube.com/watch?v=cNEdxZURTaI
Daft Punk - Revolution 909 (Official Video);https://www.youtube.com/watch?v=uURB-vo9rZ4
Zero Assoluto - Per Dimenticare (Official Video);https://www.youtube.com/watch?v=6I_gY_fyY_8
Madonna - Live To Tell (Official Video);https://www.youtube.com/watch?v=IzAO9A9GjgI
Mariah Carey- Open Arms;https://www.youtube.com/watch?v=bMp-EEMFnmg
Uniting Nations - Out Of Touch (Official Music Video);https://www.youtube.com/watch?v=gBQHyomFYM4
Uniting Nations - You and Me (Official Music Video);https://www.youtube.com/watch?v=YGk86h7PEck
The Bucketheads - The Bomb [These Sounds Fall Into My Mind] (Official Video);https://www.youtube.com/watch?v=no1vf854aUc
Fragma with Damae - Time And Time Again (Original Video) #fragma #vocaltrance #2000s;https://www.youtube.com/watch?v=4jVTHpeo5Lc
Madonna - Frozen (Official Video) [HD];https://www.youtube.com/watch?v=XS088Opj9o0
Sheryl Crow - If It Makes You Happy (Official Video);https://www.youtube.com/watch?v=dyihQtBes1I
Dido - White Flag (Official Music Video);https://www.youtube.com/watch?v=j-fWDrZSiZs
Roxette - It Must Have Been Love (Official Music Video);https://www.youtube.com/watch?v=k2C5TjS2sh4
Imagine Dragons - On Top Of The World (Official Music Video);https://www.youtube.com/watch?v=w5tWYmIOWGk
Bruno Mars - Just The Way You Are (Official Music Video);https://www.youtube.com/watch?v=LjhCEhWiKXk
Train - Hey, Soul Sister (Official Video);https://www.youtube.com/watch?v=kVpv8-5XWOI
TOM FRAGER - Lady Melody (clip officiel);https://www.youtube.com/watch?v=VadTd3uYCg4
qui a le droit PATRICK BRUEL;https://www.youtube.com/watch?v=AWqkoj9MPMY
Axelle Red - Sensualité Paroles/Lyrics;https://www.youtube.com/watch?v=jLlmNbuzUUE
Ava Max - OMG What's Happening [Official Lyric Video];https://www.youtube.com/watch?v=hpTH2lM3WVU
Sara Bareilles - Love Song;https://www.youtube.com/watch?v=qi7Yh16dA0w
Alle Farben & ILIRA - Fading [Official Video];https://www.youtube.com/watch?v=cRy2qWpRJfc
CRISPIE x ILIRA - Ladida (My Heart Goes Boom) [Official Video];https://www.youtube.com/watch?v=n_FTuCckY34
David Guetta - Baby When The Light (Official Video);https://www.youtube.com/watch?v=uQFjavLR52Q
David Guetta - Titanium ft. Sia (Official Video);https://www.youtube.com/watch?v=JRfuAukYTKg
